"","SID","DOB","DOT","Age","Sex","Location","Experimenter","Entered.by","Language","Exclude","Exclude_reason","Knower_level","Counterbalance","Condition","Task","Trial_number","Task_item","Response","Correct","Counting.Number.language","Notes","Exclude.Trial","Exclude.Trial.Reason","Agegroup","CP_subset","highest_count","Numerosity"
"135","11620-DD","2/3/16","1/16/20",3.950718686,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",16,NA
"136","11620-DD","2/3/16","1/16/20",3.950718686,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",16,NA
"137","11620-DD","2/3/16","1/16/20",3.950718686,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",16,NA
"138","11620-DD","2/3/16","1/16/20",3.950718686,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(3.5,4]","CP",16,NA
"139","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,1,"tried to count",NA,"","(4,4.5]","CP",39,"Small"
"140","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4,4.5]","CP",39,"Small"
"141","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","8",1,1,"wanted to count",NA,"","(4,4.5]","CP",39,"Large"
"142","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4,4.5]","CP",39,"Large"
"143","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","9",0,NA,"",NA,"","(4,4.5]","CP",39,"Large"
"144","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","3",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"145","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"146","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","3",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"147","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"148","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"149","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","5","6",0,NA,"",NA,"","(4,4.5]","CP",39,NA
"150","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","4","4",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"151","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","5","5",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"152","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6","6","6",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"153","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7","6","6",1,NA,"",NA,"","(4,4.5]","CP",39,NA
"154","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"155","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"156","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"157","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"158","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"159","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"160","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"161","11620-SS","12/24/15","1/16/20",4.062970568,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",39,NA
"162","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",10,"Small"
"163","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",10,"Small"
"164","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","7",0,NA,"",NA,"","(4.5,5.1]","CP",10,"Large"
"165","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",10,"Large"
"166","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","13",0,NA,"",NA,"","(4.5,5.1]","CP",10,"Large"
"167","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK, 10",0,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"168","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"169","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"170","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"171","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"172","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"173","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"174","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"175","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"176","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"177","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"178","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"179","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"180","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"181","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"182","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"183","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"184","11620-BT","2/20/15","1/16/20",4.90349076,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",10,NA
"185","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",49,"Small"
"186","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",49,"Small"
"187","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","10",1,NA,"",NA,"","(4.5,5.1]","CP",49,"Large"
"188","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","7",0,NA,"",NA,"","(4.5,5.1]","CP",49,"Large"
"189","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","9",0,NA,"",NA,"","(4.5,5.1]","CP",49,"Large"
"190","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","10",0,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"191","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","0",0,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"192","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"193","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"194","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,1,"",NA,"","(4.5,5.1]","CP",49,NA
"195","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,1,"",NA,"","(4.5,5.1]","CP",49,NA
"196","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,1,"",NA,"","(4.5,5.1]","CP",49,NA
"197","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,1,"",NA,"","(4.5,5.1]","CP",49,NA
"198","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"199","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"200","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"201","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"202","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"203","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"204","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"205","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"206","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"207","11620-C","1/9/15","1/16/20",5.018480493,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",49,NA
"208","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","1","4","4",1,NA,"",NA,"","(4,4.5]","CP",20,"Small"
"209","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","2","3","3",1,NA,"",NA,"","(4,4.5]","CP",20,"Small"
"210","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","3","8","8",1,NA,"",NA,"","(4,4.5]","CP",20,"Large"
"211","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4,4.5]","CP",20,"Large"
"212","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching","5","10","10",1,NA,"",NA,"","(4,4.5]","CP",20,"Large"
"213","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK",0,NA,"",NA,"","(4,4.5]","CP",20,NA
"214","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4,4.5]","CP",20,NA
"215","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Set-matching",NA,"Memory_check_answer","10",1,NA,"",NA,"","(4,4.5]","CP",20,NA
"216","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4,4.5]","CP",20,NA
"217","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4,4.5]","CP",20,NA
"218","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4,4.5]","CP",20,NA
"219","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4,4.5]","CP",20,NA
"220","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4,4.5]","CP",20,NA
"221","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"222","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"223","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"224","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"225","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"226","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"227","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"228","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"229","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"230","11620-E","10/26/15","1/16/20",4.224503765,"F","Adventure Days","RMS","RMS","English",0,"","CP","B","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4,4.5]","CP",20,NA
"231","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Small"
"232","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Small"
"233","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","11",0,NA,"",NA,"","(4.5,5.1]","CP",39,"Large"
"234","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Large"
"235","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","8",1,NA,"",NA,"","(4.5,5.1]","CP",39,"Large"
"236","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK, 10",0,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"237","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"238","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"239","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"240","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"241","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","3","5","5",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"242","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","4","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"243","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","5","6","6",1,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"244","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","6",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"245","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","7",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"246","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","8",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"247","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","9",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"248","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","10",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"249","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","11",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"250","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","12",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"251","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","13",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"252","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","14",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"253","11620-RK","1/4/15","1/16/20",5.032169747,"M","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","15",NA,"",NA,NA,"",NA,"","(4.5,5.1]","CP",39,NA
"254","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","1","3","4",0,NA,"",NA,"","(3,3.5]","CP",13,"Small"
"255","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","2","4","5",0,NA,"",NA,"","(3,3.5]","CP",13,"Small"
"256","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","3","10","11",0,NA,"",NA,"","(3,3.5]","CP",13,"Large"
"257","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","4","6","6",1,NA,"",NA,"","(3,3.5]","CP",13,"Large"
"258","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching","5","8","9",0,NA,"",NA,"","(3,3.5]","CP",13,"Large"
"259","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Neutral-Final Question","IDK",0,NA,"",NA,"","(3,3.5]","CP",13,NA
"260","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"IDK first?","1",0,NA,"",NA,"","(3,3.5]","CP",13,NA
"261","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Set-matching",NA,"Memory_check_answer","8",1,NA,"",NA,"","(3,3.5]","CP",13,NA
"262","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","1","3","3",1,1,"",NA,"","(3,3.5]","CP",13,NA
"263","11620-C2","10/17/16","1/16/20",3.247091034,"F","Adventure Days","RMS","RMS","English",0,"","CP","A","NEUTRAL","Give_N","2","4","4",1,1,"",NA,"","(3,3.5]","CP",13,NA
